Nationality,Overall,Potential,Value,International Reputation,Age
Colombia,70,71,2100000,1,25
Brazil,70,74,2000000,1,23
France,70,70,1400000,1,28
Germany,70,70,1200000,1,29
Colombia,70,79,2700000,1,23
Belgium,70,70,1300000,1,30
England,70,70,1000000,1,32
Colombia,70,71,1700000,1,26
Brazil,70,70,1300000,1,30
Colombia,70,70,1300000,1,29
France,70,70,1800000,1,28
Argentina,70,76,2100000,1,23
Poland,70,70,1700000,1,30
Poland,70,73,2200000,1,25
England,70,70,1300000,1,30
Croatia,70,81,2700000,1,20
France,70,75,2400000,1,24
England,70,73,2200000,1,25
Poland,70,70,1900000,1,26
England,70,78,2600000,1,23
Spain,70,76,1800000,1,24
Germany,70,73,2200000,1,26
England,70,83,3100000,1,20
Netherlands,70,70,1300000,1,30
Chile,70,70,1900000,1,27
Brazil,70,70,1900000,1,27
England,70,83,3100000,1,21
Sweden,70,70,1800000,1,28
Chile,70,70,550000,1,34
Belgium,70,75,2400000,1,23
England,70,73,1800000,1,26
Italy,70,77,2500000,1,23
Brazil,70,71,1800000,1,25
England,70,70,1300000,1,30
England,70,70,1500000,2,31
Sweden,70,71,1600000,1,29
Italy,70,71,1400000,1,27
Germany,70,73,1900000,1,25
Spain,70,76,2400000,1,23
Colombia,70,70,550000,1,34
Italy,70,72,2100000,1,25
Spain,70,70,1000000,1,32
Spain,70,70,1300000,1,30
Argentina,70,75,2000000,1,26
Germany,70,71,2100000,1,27
Germany,70,72,1700000,1,27
Argentina,70,70,925000,1,34
Spain,70,76,2000000,1,23
Wales,70,70,425000,1,35
Spain,70,76,2100000,1,24
Belgium,70,71,1400000,1,29
Argentina,70,70,1900000,1,26
Colombia,70,70,1200000,1,31
England,70,70,1800000,1,29
Germany,70,81,2700000,1,21
Argentina,70,85,3800000,1,19
Brazil,70,70,1900000,1,26
Argentina,70,70,1400000,1,29
England,70,70,1900000,1,26
France,70,70,1200000,1,31
Netherlands,70,73,2200000,1,26
Argentina,70,71,1600000,1,29
Germany,70,74,1600000,1,25
Denmark,70,73,1800000,1,25
Chile,70,73,1500000,1,27
Colombia,70,75,2000000,1,24
Colombia,70,70,1300000,1,30
Colombia,70,73,1800000,1,26
Sweden,70,70,240000,2,36
Netherlands,70,76,2400000,1,22
Italy,70,70,1900000,1,27
Argentina,70,70,1300000,1,29
Brazil,70,70,900000,1,34
France,70,82,3200000,1,21
Mexico,70,70,1200000,1,28
Germany,70,70,1400000,1,28
Brazil,70,70,1700000,1,30
Belgium,70,70,1600000,1,31
France,70,70,1000000,2,32
Portugal,70,71,1400000,1,28
France,70,70,1200000,1,31
Spain,70,73,1800000,1,26
Argentina,70,73,2200000,1,26
Argentina,70,70,1200000,1,31
Argentina,70,77,2100000,1,24
Spain,70,70,625000,1,36
Argentina,70,70,120000,1,39
Argentina,70,70,1800000,1,29
Portugal,70,80,2800000,1,21
Italy,70,71,2100000,1,26
Belgium,70,76,2500000,1,23
Brazil,70,70,1500000,1,26
Spain,70,70,1000000,1,32
Argentina,70,73,2200000,1,25
Brazil,70,70,1700000,1,30
Argentina,70,77,2500000,1,23
Colombia,70,74,1900000,1,25
Brazil,70,70,1500000,1,26
Spain,70,85,3800000,1,19
France,70,78,2600000,1,21
Spain,70,80,2500000,1,21
Uruguay,70,70,1300000,1,30
Italy,70,74,1600000,1,25
Argentina,70,73,1500000,1,27
Poland,70,70,825000,1,35
Spain,70,70,1300000,2,32
France,70,75,2400000,1,24
Denmark,70,79,2400000,1,20
Netherlands,70,70,1400000,1,29
France,70,70,425000,1,35
Germany,70,70,1500000,1,27
Chile,70,70,1200000,1,31
Sweden,70,70,675000,2,33
Italy,70,85,3500000,1,20
Denmark,70,70,1900000,1,26
Spain,70,76,2400000,1,24
Germany,70,70,1600000,1,31
Brazil,70,70,925000,2,34
Germany,70,70,1300000,1,30
Mexico,70,75,1700000,1,25
Poland,70,70,240000,2,38
Germany,70,70,1500000,1,27
Argentina,70,70,1900000,1,26
Brazil,70,70,1700000,1,30
Argentina,70,70,240000,1,36
Italy,70,70,1500000,2,31
Italy,70,70,1100000,1,30
Belgium,70,70,120000,2,39
Italy,70,75,2000000,1,23
Chile,70,72,2200000,1,25
Uruguay,70,73,1800000,1,26
Mexico,70,70,1400000,1,28
Poland,70,73,2200000,1,25
Argentina,70,70,1000000,1,32
Chile,70,74,1900000,1,25
Brazil,70,70,1400000,1,29
England,70,83,3400000,1,20
Argentina,70,79,2800000,1,23
Chile,70,70,1800000,1,28
Croatia,70,77,2500000,1,20
Argentina,70,70,1400000,1,28
Brazil,70,70,550000,1,34
Belgium,70,70,1700000,1,30
England,70,87,3500000,1,17
Spain,70,75,2300000,1,24
Brazil,70,82,3100000,1,19
Colombia,70,70,975000,1,32
Netherlands,70,75,2000000,1,22
England,70,81,3100000,1,20
England,70,70,1300000,1,30
Argentina,70,78,2600000,1,23
England,70,70,550000,1,34
England,70,70,1200000,1,31
England,70,70,1700000,1,29
Italy,70,70,1800000,1,28
Brazil,70,70,550000,1,34
Spain,70,79,2800000,1,22
France,70,70,1300000,1,29
Italy,70,71,1700000,1,26
Spain,70,79,2700000,1,23
Argentina,70,76,2100000,1,24
Belgium,70,70,1100000,1,30
Switzerland,70,79,2100000,1,23
France,70,70,975000,1,32
England,70,70,1300000,1,30
Mexico,70,74,2300000,1,23
Portugal,70,70,1700000,1,30
Argentina,70,70,1800000,2,27
Portugal,70,71,2100000,1,26
France,70,70,1300000,1,30
Wales,70,75,2300000,1,23
Brazil,70,70,1500000,1,26
Spain,70,70,1600000,1,31
Mexico,70,70,1800000,1,28
Argentina,70,70,240000,1,36
Argentina,70,78,2000000,1,22
Argentina,70,70,1700000,1,30
England,70,75,2000000,1,24
Brazil,70,85,3800000,1,19
Spain,70,70,625000,2,38
Netherlands,70,75,2400000,1,22
Netherlands,70,77,2500000,1,20
Spain,70,77,2100000,1,24
Mexico,70,74,1900000,1,25
Italy,70,80,2500000,1,21
Spain,70,70,725000,1,33
Spain,70,72,1500000,1,28
Wales,70,74,2300000,1,24
Brazil,70,77,2100000,1,23
Switzerland,70,82,3100000,1,21
Brazil,70,70,1700000,1,30
Croatia,70,72,2200000,1,25
Mexico,70,70,1300000,1,30
Germany,70,71,2100000,1,26
Brazil,70,70,1700000,1,30
Belgium,70,73,1600000,1,25
Brazil,70,74,2300000,1,24
France,70,81,2700000,1,20
England,70,70,1700000,2,30
Uruguay,70,70,1200000,1,31
Spain,70,70,1000000,1,32
Colombia,70,77,2500000,1,22
Brazil,70,70,1800000,1,28
Poland,70,70,1300000,1,30
Argentina,70,70,1400000,1,32
France,70,75,2000000,1,24
Germany,70,75,2000000,1,22
Colombia,70,72,1700000,1,27
Brazil,70,83,2900000,1,19
Netherlands,70,70,1700000,1,29
Brazil,70,70,1400000,1,28
England,70,74,1900000,1,24
England,70,72,1800000,1,24
Colombia,70,76,2400000,1,24
France,70,70,1100000,1,33
France,70,78,2200000,1,23
Mexico,70,70,1700000,1,30
England,70,76,2100000,1,25
Argentina,70,70,1300000,1,29
Portugal,70,73,1900000,1,25
Chile,70,73,1900000,1,24
Netherlands,70,75,2000000,1,23
Sweden,70,70,1600000,1,31
Argentina,70,70,1200000,1,31
Argentina,70,70,1100000,1,31
England,70,70,1300000,2,30
Argentina,70,70,500000,1,34
Spain,70,70,775000,1,35
Argentina,70,77,2100000,1,24
Italy,70,70,425000,2,35
Germany,70,79,2400000,1,23
Germany,70,70,1400000,1,28
Denmark,70,78,2600000,1,21
Netherlands,70,72,2100000,1,26
Brazil,70,70,1700000,1,30
Croatia,70,70,1400000,1,32
Spain,70,70,1300000,1,32
Brazil,70,76,2100000,1,23
Colombia,70,70,1400000,1,28
Colombia,70,70,1400000,1,29
France,70,71,2100000,1,25
Germany,70,70,1900000,1,27
Germany,70,85,3900000,1,20
Portugal,70,70,1400000,1,29
England,70,81,3100000,1,21
Mexico,70,73,2300000,1,25
Italy,70,74,2300000,1,24
Germany,70,80,2900000,1,22
Chile,70,70,1900000,1,27
Portugal,70,78,2600000,1,23
Colombia,70,71,2100000,1,26
France,70,79,2400000,1,22
Germany,70,81,2700000,1,20
Spain,70,77,2500000,1,22
France,70,71,1400000,2,27
Brazil,70,79,2700000,1,22
France,70,70,1200000,1,31
Chile,70,70,1800000,1,29
England,70,70,1400000,1,28
Germany,70,70,1200000,1,31
Argentina,70,79,2800000,1,23
France,70,70,1200000,1,29
Italy,70,70,1600000,1,31
Germany,70,74,1900000,1,25
Italy,70,71,2100000,1,26
Argentina,70,75,2000000,1,23
Portugal,70,70,1300000,1,29
Portugal,70,70,1400000,1,28
Germany,70,82,3200000,1,21
Argentina,70,70,875000,1,34
Switzerland,70,75,2400000,1,24
France,70,82,3200000,1,20
France,70,73,2300000,1,24
Brazil,70,72,2100000,1,26
Colombia,70,70,1100000,1,33
England,70,70,875000,1,34
Netherlands,70,71,1600000,1,28
Germany,70,71,1600000,1,27
Germany,70,70,240000,1,36
Italy,70,70,1400000,1,32
Germany,70,75,2000000,1,23
Spain,70,70,1300000,1,32
Italy,70,70,240000,2,37
Brazil,70,70,1300000,1,30
Argentina,70,70,600000,1,36
Brazil,70,74,2300000,1,24
Brazil,70,84,3800000,1,19
Spain,70,79,2400000,1,21
Brazil,70,70,1400000,1,28
Germany,70,78,2200000,1,22
Spain,70,77,2100000,1,24
Wales,70,70,1300000,2,29
Germany,70,70,1800000,1,29
Argentina,70,77,2500000,1,24
Italy,70,70,1400000,1,28
Poland,70,76,2400000,1,23
Germany,70,70,1300000,1,30
Mexico,70,82,2900000,1,18
Chile,70,71,1700000,1,26
Italy,70,70,575000,1,37
Spain,70,70,1600000,1,30
Spain,70,70,1800000,1,27
Argentina,70,78,2000000,1,22
Spain,70,72,1700000,1,28
Chile,70,77,2100000,1,24
Spain,70,79,2400000,1,20
Mexico,70,79,2100000,1,22
Croatia,70,70,1900000,2,26
Italy,70,72,1700000,1,28
France,70,75,2400000,1,22
France,70,81,2700000,1,21
Belgium,70,71,2100000,1,26
France,70,70,750000,2,35
England,70,71,2000000,1,27
England,70,75,2000000,1,25
Brazil,70,70,1300000,1,29
Argentina,70,70,1700000,1,30
Wales,70,73,1500000,1,27
Spain,70,70,1400000,1,29
Netherlands,70,86,3900000,1,20
Colombia,70,71,2100000,1,26
Argentina,70,70,120000,1,37
Germany,70,70,1000000,1,32
Netherlands,70,75,2300000,1,22
Spain,70,70,1300000,1,30
Italy,70,71,1700000,1,26
Netherlands,70,74,2000000,1,23
Brazil,70,80,2900000,1,22
France,70,71,1700000,1,27
Chile,70,73,2200000,1,26
Argentina,70,73,2300000,1,24
France,70,77,2500000,1,22
France,70,85,3700000,1,18
Spain,70,75,2000000,1,25
Argentina,70,70,1000000,1,33
Italy,70,70,750000,1,35
Argentina,70,70,1200000,1,31
Netherlands,70,82,2600000,1,18
Italy,70,75,2000000,1,25
Colombia,70,72,1800000,1,26
Portugal,70,70,1900000,1,26
Colombia,70,79,2800000,1,23
Germany,70,70,1900000,1,27
Belgium,70,74,2400000,1,24
Italy,70,70,725000,1,34
England,70,72,1800000,1,25
France,70,79,2800000,1,21
Spain,70,70,240000,1,37
Portugal,70,80,2500000,1,21
Mexico,70,70,1900000,1,26
Brazil,70,70,500000,1,34
France,70,77,2100000,1,22
Germany,70,71,1400000,1,28
Germany,70,74,2000000,1,24
Denmark,70,70,1400000,1,28
Spain,70,70,1800000,1,28
Germany,70,72,1800000,1,26
Spain,70,75,2000000,1,23
Italy,70,71,1700000,1,26
Mexico,70,70,1800000,1,28
Italy,70,70,1400000,1,28
France,70,75,2400000,1,24
Chile,70,72,1700000,1,27
Italy,70,71,2100000,1,25
England,70,70,1800000,1,29
Portugal,70,74,2300000,1,24
Argentina,70,78,2600000,1,23
Uruguay,70,70,1400000,1,29
Argentina,70,70,1200000,1,31
Germany,70,70,1900000,1,27
Italy,70,75,2000000,1,24
Spain,70,81,3100000,1,21
Italy,70,73,2200000,1,26
Argentina,70,70,1700000,1,30
Spain,70,82,3100000,1,21
Sweden,70,76,1800000,1,21
Brazil,70,70,1900000,1,27
Netherlands,70,70,1300000,1,30
Brazil,70,70,1500000,1,26
Mexico,70,77,2100000,1,22
Brazil,70,74,1900000,1,24
Germany,70,72,1800000,1,25
Mexico,70,73,2200000,1,25
Denmark,70,77,2500000,1,22
Argentina,70,70,725000,1,33
France,70,70,1300000,2,30
Germany,70,74,1900000,1,25
Colombia,70,70,1400000,1,29
Colombia,70,70,1700000,1,29
Argentina,70,70,1000000,1,32
Italy,70,76,1800000,1,24
Netherlands,70,70,1900000,1,27
Italy,70,70,1300000,1,30
Colombia,70,78,2300000,1,24
Portugal,70,70,1800000,1,29
Germany,70,70,1900000,1,26
Belgium,70,70,1000000,1,32
Argentina,70,70,240000,2,38
Argentina,70,70,240000,1,36
England,70,76,2400000,1,23
Spain,70,70,1900000,1,27
Germany,70,70,1400000,1,29
Portugal,70,70,1700000,1,29
England,70,70,1500000,1,31
Spain,70,78,2300000,1,22
Portugal,70,75,2000000,1,23
Netherlands,70,80,2200000,1,18
Netherlands,70,73,2300000,1,25
Brazil,70,70,500000,1,34
Germany,70,75,2000000,1,25
Brazil,70,76,2500000,1,24
Brazil,70,70,1900000,1,27
Netherlands,70,79,2700000,1,20
Germany,70,73,1900000,1,25
Argentina,70,80,2500000,1,21
Brazil,70,74,1900000,1,25
England,70,70,1900000,1,27
France,70,73,1800000,1,26
Mexico,70,75,2000000,1,26
Brazil,70,85,3900000,1,20
Denmark,70,70,1300000,1,30
England,70,72,1700000,1,27
France,70,72,1800000,1,26
Portugal,70,70,1400000,1,28
Mexico,70,71,1700000,1,26
Germany,70,73,2200000,1,25
Argentina,70,70,1800000,1,29
Brazil,70,70,1500000,1,26
England,70,80,2200000,1,22
Spain,70,78,2200000,1,22
Italy,70,71,2100000,1,26
Portugal,70,70,725000,1,33
Croatia,70,70,1300000,1,29
Argentina,70,73,2200000,1,26
Spain,70,73,1900000,1,25
Colombia,70,70,1400000,1,28
England,70,70,1700000,1,29
Chile,70,75,2400000,1,24
Argentina,70,70,725000,1,33
Italy,70,70,1200000,1,31
Spain,70,77,1800000,1,22
Colombia,70,78,2700000,1,21
France,70,84,3600000,1,18
France,70,77,2500000,1,22
Spain,70,81,3000000,1,21
France,70,81,3100000,1,20
Spain,70,70,1800000,1,28
Argentina,70,70,1900000,1,26
Mexico,70,71,2100000,1,26
Denmark,70,70,1400000,1,29
Italy,70,70,1200000,1,31
Argentina,70,70,200000,1,37
Spain,70,75,2000000,1,25
Italy,70,84,3700000,1,18
England,70,73,2300000,1,24
Italy,70,76,2400000,1,23
Colombia,70,70,1900000,1,27
Mexico,70,79,2100000,1,22
Argentina,70,70,1600000,1,30
Brazil,70,70,1500000,1,26
Brazil,70,70,1900000,1,27
Argentina,70,84,3300000,1,18
Poland,70,82,3200000,1,21
Netherlands,70,72,2100000,1,26
Wales,70,80,2500000,1,20
England,70,74,1600000,1,27
Brazil,70,70,1600000,1,30
France,70,71,1700000,1,27
Germany,70,75,2000000,1,25
England,70,80,2900000,1,21
France,70,70,1200000,1,31
France,70,79,2800000,1,21
Brazil,70,70,1300000,1,30
Germany,70,70,1700000,1,29
Colombia,70,70,975000,1,32
Argentina,70,70,120000,1,39
Germany,70,75,1700000,1,24
Chile,70,80,2800000,1,21
Argentina,70,73,2200000,1,25
Germany,70,80,2500000,1,21
Sweden,70,74,2000000,1,24
Portugal,70,74,2000000,1,23
Belgium,70,71,2100000,1,26
England,70,71,2000000,1,27
Belgium,70,77,2500000,1,22
Brazil,70,73,1800000,1,26
Argentina,70,82,3100000,1,20
France,70,70,550000,1,34
Chile,70,71,1700000,1,25
Italy,70,71,2100000,1,26
Portugal,70,70,1000000,1,32
Brazil,70,70,1500000,1,26
Belgium,70,79,2800000,1,21
Spain,70,70,1000000,1,33
Colombia,69,70,950000,1,28
Argentina,69,79,1700000,1,21
Netherlands,69,69,650000,1,31
Mexico,69,74,1200000,1,24
Germany,69,69,1000000,1,30
Poland,69,69,875000,1,27
Colombia,69,72,925000,1,26
Italy,69,74,1400000,1,22
Spain,69,78,1600000,1,22
Sweden,69,83,2200000,1,18
Brazil,69,69,1000000,1,30
Spain,69,70,1200000,1,26
Colombia,69,71,1300000,1,26
England,69,69,600000,1,32
Argentina,69,77,1500000,1,22
Belgium,69,69,775000,1,30
Spain,69,69,775000,1,30
England,69,69,525000,1,33
Spain,69,69,1000000,1,29
Netherlands,69,69,1100000,1,29
Poland,69,69,1100000,2,28
Wales,69,69,550000,1,34
Mexico,69,69,1100000,1,27
Poland,69,76,1500000,1,24
Spain,69,72,1100000,1,25
Poland,69,69,425000,1,33
England,69,79,1500000,1,21
Argentina,69,77,1600000,1,22
Germany,69,74,1400000,1,23
England,69,69,425000,1,33
Chile,69,71,1000000,1,27
Netherlands,69,69,825000,1,29
Sweden,69,69,750000,1,30
Colombia,69,74,1400000,1,24
Argentina,69,78,1400000,1,22
Uruguay,69,69,650000,1,33
Argentina,69,80,1600000,1,20
Switzerland,69,69,750000,1,30
England,69,69,1100000,1,27
Germany,69,73,1100000,1,25
Brazil,69,78,1600000,1,21
Germany,69,70,1000000,1,27
Spain,69,69,875000,1,27
Argentina,69,74,1400000,1,25
Brazil,69,69,925000,1,26
England,69,83,2300000,1,20
Italy,69,69,575000,1,32
Sweden,69,69,250000,2,35
France,69,74,1200000,1,24
Germany,69,71,1100000,1,26
Spain,69,73,1100000,1,25
Brazil,69,69,425000,1,34
Germany,69,69,825000,1,28
Mexico,69,77,1300000,1,20
England,69,69,675000,1,30
Germany,69,69,700000,1,31
Poland,69,69,825000,1,29
Mexico,69,69,825000,1,28
Colombia,69,77,1300000,1,24
Sweden,69,70,1000000,1,27
Sweden,69,80,1400000,1,21
Wales,69,69,875000,1,27
Germany,69,70,1300000,1,26
Germany,69,72,1300000,1,25
Netherlands,69,69,425000,1,34
Germany,69,69,1000000,1,28
Spain,69,69,325000,1,34
Germany,69,69,1100000,1,28
Italy,69,69,700000,1,27
France,69,69,350000,1,37
Germany,69,69,700000,1,31
Belgium,69,79,1500000,1,20
Argentina,69,77,1300000,1,22
Denmark,69,69,600000,1,32
Uruguay,69,72,1100000,1,25
Argentina,69,75,1500000,1,24
France,69,81,1700000,1,18
Germany,69,71,1100000,1,26
France,69,85,2000000,1,19
Italy,69,73,1300000,1,24
France,69,72,1100000,1,25
Italy,69,75,1400000,1,22
Brazil,69,69,1000000,1,30
Croatia,69,82,1800000,1,20
Argentina,69,69,800000,1,29
Netherlands,69,70,1300000,1,26
Netherlands,69,69,250000,1,35
Italy,69,69,550000,1,34
Argentina,69,69,1100000,1,27
Colombia,69,78,1400000,1,23
England,69,69,600000,2,32
Brazil,69,76,1300000,1,21
Wales,69,71,1300000,1,25
Netherlands,69,73,1100000,1,25
Poland,69,69,775000,1,30
Italy,69,69,325000,2,37
France,69,69,1000000,1,30
Germany,69,70,1000000,1,27
Argentina,69,74,1200000,1,26
Germany,69,72,1100000,1,26
Brazil,69,69,925000,1,26
Germany,69,71,1000000,1,26
Netherlands,69,69,1100000,1,28
Colombia,69,69,1100000,1,27
Switzerland,69,73,1200000,1,24
Sweden,69,78,1600000,1,22
Belgium,69,69,675000,1,30
France,69,75,1200000,1,23
Spain,69,69,1100000,1,27
England,69,69,1100000,1,26
Netherlands,69,69,875000,1,27
Germany,69,73,1100000,1,25
Mexico,69,83,2300000,1,20
Italy,69,69,625000,1,33
Spain,69,74,1400000,1,22
Spain,69,69,475000,1,35
Belgium,69,69,600000,1,32
Brazil,69,69,300000,1,34
Croatia,69,76,1300000,1,21
Switzerland,69,69,1000000,1,30
France,69,72,1300000,1,24
Brazil,69,69,300000,1,34
France,69,76,1500000,1,21
Netherlands,69,84,2300000,1,19
Mexico,69,69,425000,1,33
Netherlands,69,74,1200000,1,23
Brazil,69,69,750000,1,30
Spain,69,69,925000,1,31
Germany,69,69,775000,1,30
Uruguay,69,70,1200000,1,26
England,69,80,1600000,1,20
Colombia,69,69,425000,1,33
Colombia,69,69,1100000,1,28
Sweden,69,74,1000000,1,24
Colombia,69,72,925000,1,25
Spain,69,69,1000000,2,30
Brazil,69,74,1400000,1,24
Spain,69,69,625000,1,33
Germany,69,72,1100000,1,26
Sweden,69,69,825000,1,28
Spain,69,70,1200000,1,26
Germany,69,77,1300000,1,22
Mexico,69,69,700000,1,31
Italy,69,71,1100000,1,25
Germany,69,73,925000,1,27
Germany,69,77,1200000,1,24
Italy,69,69,250000,1,35
Uruguay,69,70,1200000,1,26
Brazil,69,74,1400000,1,24
England,69,72,1100000,1,26
Spain,69,69,375000,1,36
Spain,69,70,1200000,1,25
Argentina,69,69,70000,1,37
Germany,69,74,1000000,1,24
England,69,69,600000,1,32
Argentina,69,71,1100000,1,26
Argentina,69,69,1100000,1,26
England,69,69,1100000,1,29
Colombia,69,73,1100000,1,25
Germany,69,77,1200000,1,23
Brazil,69,72,1100000,1,27
Colombia,69,74,1400000,1,23
Germany,69,78,1600000,1,22
Colombia,69,72,1300000,1,25
France,69,80,1400000,1,21
France,69,69,1000000,1,30
Italy,69,71,1100000,1,26
Spain,69,69,850000,1,32
Italy,69,83,2100000,1,21
Italy,69,69,975000,1,30
Italy,69,70,1000000,1,24
Mexico,69,69,575000,1,32
England,69,69,625000,1,33
Argentina,69,69,775000,1,30
Uruguay,69,78,1400000,1,20
Germany,69,71,1300000,1,25
Uruguay,69,70,950000,1,28
Brazil,69,69,1100000,1,27
France,69,74,1400000,1,24
Poland,69,69,700000,1,31
Netherlands,69,73,1200000,1,24
Brazil,69,70,1200000,1,27
Belgium,69,79,1500000,1,20
Poland,69,69,700000,1,31
Italy,69,78,1400000,1,21
Spain,69,77,1300000,1,23
Germany,69,81,1900000,1,20
Wales,69,69,1100000,1,27
Argentina,69,69,1000000,1,29
Germany,69,83,1900000,1,20
Germany,69,71,1100000,1,26
Germany,69,74,1000000,1,24
Sweden,69,84,2300000,1,19
Germany,69,69,600000,1,32
Belgium,69,69,825000,1,28
Colombia,69,76,1200000,1,25
Brazil,69,69,925000,1,26
Spain,69,69,700000,1,31
Spain,69,69,475000,1,35
Portugal,69,76,1500000,1,21
Brazil,69,70,1200000,1,27
England,69,80,1600000,1,21
Argentina,69,69,375000,1,36
England,69,72,1100000,1,25
Argentina,69,74,1200000,1,25
Mexico,69,69,800000,1,29
France,69,69,600000,1,32
Spain,69,69,575000,1,32
Spain,69,69,575000,1,32
Chile,69,76,1500000,1,22
Brazil,69,69,1100000,1,26
England,69,69,925000,1,31
France,69,69,825000,1,28
Italy,69,70,1200000,1,27
Argentina,69,69,1100000,1,28
England,69,80,1600000,1,20
England,69,69,1000000,1,28
Spain,69,70,1200000,1,27
Germany,69,77,1300000,1,23
Argentina,69,74,1400000,1,23
Poland,69,69,140000,2,36
Poland,69,70,1000000,1,26
Mexico,69,69,1100000,1,28
England,69,69,825000,1,29
Mexico,69,69,825000,1,28
England,69,71,1100000,1,26
Uruguay,69,69,825000,1,28
Germany,69,69,425000,1,34
Brazil,69,73,1400000,1,24
Portugal,69,70,1000000,1,26
Germany,69,69,230000,2,35
Argentina,69,74,1200000,1,25
Argentina,69,69,425000,1,33
Argentina,69,84,2300000,1,21
Spain,69,79,1700000,1,20
England,69,69,700000,1,31
Spain,69,69,825000,1,29
Germany,69,69,850000,1,28
Denmark,69,71,1300000,1,25
Netherlands,69,69,70000,1,37
Colombia,69,70,1200000,1,25
Wales,69,74,1400000,1,24
Sweden,69,74,1400000,1,23
Mexico,69,69,750000,1,30
Belgium,69,72,1100000,1,25
England,69,69,875000,1,27
Argentina,69,69,700000,1,31
Spain,69,76,1500000,1,23
Brazil,69,69,775000,1,30
Belgium,69,77,1200000,1,21
Germany,69,88,2200000,1,18
Uruguay,69,82,2000000,1,19
England,69,72,1300000,1,26
Brazil,69,70,1200000,1,26
Colombia,69,69,975000,1,30
England,69,69,700000,2,31
Portugal,69,72,875000,1,27
Belgium,69,70,1200000,1,25
Colombia,69,75,1400000,1,24
Germany,69,78,1400000,1,22
Italy,69,80,1800000,1,21
France,69,78,1700000,1,20
Belgium,69,70,1300000,1,26
Spain,69,72,1300000,1,25
Portugal,69,69,875000,1,27
Argentina,69,69,1100000,1,29
Brazil,69,70,1200000,1,25
Germany,69,69,700000,1,31
England,69,69,1000000,2,30
Germany,69,77,1200000,1,23
Chile,69,74,1200000,1,24
Argentina,69,69,925000,1,31
France,69,77,1600000,1,21
Argentina,69,69,575000,1,32
England,69,81,1700000,1,20
Spain,69,72,1100000,1,25
Argentina,69,69,625000,2,33
Spain,69,82,1600000,1,18
Germany,69,70,1000000,1,27
Sweden,69,74,1400000,1,23
Sweden,69,69,425000,1,33
Spain,69,69,575000,1,32
Argentina,69,69,1100000,1,26
Poland,69,69,1100000,1,27
France,69,76,1500000,1,23
Wales,69,77,1300000,1,22
Spain,69,69,325000,1,34
Portugal,69,73,1400000,1,24
Brazil,69,71,1000000,1,27
Argentina,69,81,1800000,1,19
Belgium,69,69,925000,1,31
Brazil,69,71,1300000,1,26
Germany,69,78,1400000,1,21
Sweden,69,69,875000,1,27
Chile,69,69,825000,1,28
Portugal,69,74,1200000,1,24
Spain,69,89,2100000,1,18
France,69,69,1000000,1,30
Portugal,69,73,1100000,1,25
Portugal,69,76,1300000,1,23
Brazil,69,69,1100000,1,26
Germany,69,69,1000000,1,30
France,69,69,1100000,1,28
France,69,69,250000,1,35
England,69,69,1100000,1,27
Chile,69,69,750000,1,30
England,69,69,775000,1,30
Netherlands,69,77,1300000,1,21
Netherlands,69,69,1000000,2,29
England,69,69,1100000,1,27
Spain,69,73,1100000,1,25
Brazil,69,69,525000,1,34
France,69,69,600000,1,32
Colombia,69,70,1200000,1,25
Uruguay,69,69,1100000,1,27
Mexico,69,73,1100000,1,24
Chile,69,77,1300000,1,24
Chile,69,69,1100000,1,29
Germany,69,69,825000,1,29
England,69,71,1000000,2,26
Belgium,69,75,1200000,1,24
Colombia,69,70,1200000,1,27
Italy,69,69,750000,1,30
Denmark,69,72,1100000,1,26
Chile,69,69,1200000,1,26
Denmark,69,81,1600000,1,19
Brazil,69,69,1000000,1,30
Switzerland,69,69,1000000,1,30
Portugal,69,69,775000,1,30
Uruguay,69,70,1200000,1,27
Argentina,69,69,1100000,1,27
Switzerland,69,72,1300000,1,24
Portugal,69,75,1200000,1,25
